#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_31_0 , BASE1 , 2000-01-31 , 19:00 , AIR1 , 2000-01-31 , 20:16
LEG_31_1 , BASE1 , 2000-01-31 , 20:00 , AIR1 , 2000-01-31 , 21:17
LEG_31_2 , AIR1 , 2000-01-31 , 22:00 , BASE1 , 2000-01-31 , 23:36
LEG_31_3 , AIR3 , 2000-01-31 , 12:10 , BASE2 , 2000-01-31 , 14:25
LEG_31_4 , BASE2 , 2000-01-31 , 20:20 , AIR2 , 2000-01-31 , 22:10
LEG_31_5 , AIR2 , 2000-01-31 , 23:05 , BASE2 , 2000-02-01 , 01:09
LEG_31_7 , BASE2 , 2000-01-31 , 15:12 , BASE1 , 2000-01-31 , 17:07
LEG_31_8 , BASE2 , 2000-01-31 , 18:40 , BASE1 , 2000-01-31 , 20:29
LEG_31_9 , BASE2 , 2000-01-31 , 17:29 , BASE1 , 2000-01-31 , 19:26
LEG_31_10 , BASE1 , 2000-01-31 , 04:05 , AIR14 , 2000-01-31 , 05:28
LEG_31_11 , BASE3 , 2000-01-31 , 03:30 , AIR22 , 2000-01-31 , 04:24
LEG_31_12 , AIR8 , 2000-01-31 , 01:00 , BASE3 , 2000-01-31 , 02:20
LEG_31_14 , AIR1 , 2000-01-31 , 20:56 , BASE3 , 2000-01-31 , 22:35
LEG_31_15 , AIR32 , 2000-01-31 , 22:10 , BASE2 , 2000-01-31 , 23:16
LEG_31_16 , AIR35 , 2000-01-31 , 14:15 , BASE2 , 2000-01-31 , 16:15
LEG_31_17 , BASE2 , 2000-01-31 , 17:10 , AIR22 , 2000-01-31 , 18:49
LEG_31_19 , AIR10 , 2000-01-31 , 19:35 , BASE2 , 2000-01-31 , 21:14
LEG_31_20 , AIR38 , 2000-01-31 , 12:55 , BASE3 , 2000-01-31 , 13:56
LEG_31_21 , BASE3 , 2000-01-31 , 14:50 , AIR36 , 2000-01-31 , 16:15
LEG_31_23 , AIR22 , 2000-01-31 , 00:00 , BASE1 , 2000-01-31 , 02:10
LEG_31_24 , BASE1 , 2000-01-31 , 16:35 , AIR22 , 2000-01-31 , 18:44
LEG_31_25 , AIR14 , 2000-01-31 , 14:15 , BASE1 , 2000-01-31 , 15:49
LEG_31_26 , AIR22 , 2000-01-31 , 19:25 , BASE1 , 2000-01-31 , 21:30
LEG_31_27 , AIR22 , 2000-01-31 , 14:40 , BASE2 , 2000-01-31 , 16:14
LEG_31_28 , BASE2 , 2000-01-31 , 17:20 , AIR1 , 2000-01-31 , 18:36
LEG_31_29 , AIR22 , 2000-01-31 , 01:10 , BASE3 , 2000-01-31 , 02:13
LEG_31_30 , BASE3 , 2000-01-31 , 03:35 , AIR38 , 2000-01-31 , 04:27
LEG_31_32 , AIR30 , 2000-01-31 , 12:00 , BASE2 , 2000-01-31 , 13:14
LEG_31_33 , BASE2 , 2000-01-31 , 14:19 , AIR16 , 2000-01-31 , 16:00
LEG_31_34 , BASE2 , 2000-01-31 , 20:18 , AIR32 , 2000-01-31 , 21:26
LEG_31_35 , AIR16 , 2000-01-31 , 17:00 , BASE2 , 2000-01-31 , 18:59
LEG_31_36 , AIR22 , 2000-01-31 , 12:50 , BASE2 , 2000-01-31 , 14:26
LEG_31_37 , BASE2 , 2000-01-31 , 15:26 , AIR17 , 2000-01-31 , 16:32
LEG_31_39 , AIR17 , 2000-01-31 , 17:40 , BASE2 , 2000-01-31 , 18:55
LEG_31_40 , BASE2 , 2000-01-31 , 01:50 , AIR23 , 2000-01-31 , 03:13
LEG_31_41 , AIR10 , 2000-01-31 , 23:00 , BASE2 , 2000-02-01 , 00:36
LEG_31_42 , AIR23 , 2000-01-31 , 17:35 , BASE2 , 2000-01-31 , 19:22
LEG_31_43 , BASE2 , 2000-01-31 , 20:28 , AIR10 , 2000-01-31 , 22:10
LEG_31_44 , AIR23 , 2000-01-31 , 11:10 , BASE2 , 2000-01-31 , 12:58
LEG_31_45 , BASE2 , 2000-01-31 , 13:52 , AIR22 , 2000-01-31 , 15:26
LEG_31_47 , AIR1 , 2000-01-31 , 19:45 , BASE2 , 2000-01-31 , 21:02
LEG_31_48 , AIR23 , 2000-01-31 , 13:55 , BASE2 , 2000-01-31 , 15:41
LEG_31_49 , BASE2 , 2000-01-31 , 17:07 , AIR10 , 2000-01-31 , 18:50
LEG_31_50 , AIR10 , 2000-01-31 , 13:00 , BASE2 , 2000-01-31 , 14:36
LEG_31_51 , BASE2 , 2000-01-31 , 15:25 , AIR23 , 2000-01-31 , 16:52
LEG_31_52 , AIR36 , 2000-01-31 , 17:00 , BASE1 , 2000-01-31 , 18:21
LEG_31_53 , BASE2 , 2000-01-31 , 00:06 , AIR10 , 2000-01-31 , 01:50
LEG_31_54 , AIR22 , 2000-01-31 , 16:15 , BASE2 , 2000-01-31 , 17:49
LEG_31_55 , BASE2 , 2000-01-31 , 11:45 , AIR22 , 2000-01-31 , 13:24
LEG_31_56 , AIR33 , 2000-01-31 , 14:00 , BASE2 , 2000-01-31 , 16:06
LEG_31_58 , AIR22 , 2000-01-31 , 19:40 , BASE2 , 2000-01-31 , 21:16
