#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_31_0 , AIR1 , 2000-01-31 , 14:55 , BASE1 , 2000-01-31 , 18:00
LEG_31_1 , AIR19 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 14:31
LEG_31_2 , BASE1 , 2000-01-31 , 15:31 , AIR1 , 2000-01-31 , 18:57
LEG_31_3 , AIR1 , 2000-01-31 , 20:10 , BASE1 , 2000-01-31 , 23:18
LEG_31_5 , BASE1 , 2000-01-31 , 17:43 , AIR1 , 2000-01-31 , 20:58
LEG_31_6 , BASE1 , 2000-01-31 , 03:22 , AIR1 , 2000-01-31 , 06:37
LEG_31_7 , BASE1 , 2000-01-31 , 13:06 , AIR1 , 2000-01-31 , 16:27
LEG_31_8 , AIR1 , 2000-01-31 , 17:25 , BASE1 , 2000-01-31 , 20:26
LEG_31_9 , AIR4 , 2000-01-31 , 14:40 , BASE1 , 2000-01-31 , 17:58
LEG_31_10 , AIR4 , 2000-01-31 , 18:15 , BASE1 , 2000-01-31 , 21:25
LEG_31_11 , AIR4 , 2000-01-31 , 00:05 , BASE1 , 2000-01-31 , 03:19
LEG_31_12 , BASE1 , 2000-01-31 , 00:47 , AIR4 , 2000-01-31 , 04:42
LEG_31_13 , AIR4 , 2000-01-31 , 23:00 , BASE1 , 2000-02-01 , 02:12
LEG_31_14 , BASE1 , 2000-01-31 , 03:24 , AIR4 , 2000-01-31 , 07:05
LEG_31_15 , AIR2 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 16:18
LEG_31_16 , BASE1 , 2000-01-31 , 17:39 , AIR4 , 2000-01-31 , 21:23
LEG_31_17 , BASE1 , 2000-01-31 , 00:46 , AIR8 , 2000-01-31 , 03:10
LEG_31_18 , AIR4 , 2000-01-31 , 20:10 , BASE1 , 2000-01-31 , 23:26
LEG_31_20 , AIR10 , 2000-01-31 , 19:29 , BASE1 , 2000-01-31 , 22:08
LEG_31_21 , AIR30 , 2000-01-31 , 14:30 , BASE1 , 2000-01-31 , 18:03
LEG_31_22 , BASE1 , 2000-01-31 , 19:15 , BASE3 , 2000-01-31 , 21:16
LEG_31_24 , AIR4 , 2000-01-31 , 17:00 , BASE2 , 2000-01-31 , 21:05
LEG_31_25 , AIR8 , 2000-01-31 , 11:20 , BASE2 , 2000-01-31 , 12:57
LEG_31_26 , BASE2 , 2000-01-31 , 14:07 , AIR4 , 2000-01-31 , 19:01
LEG_31_27 , BASE2 , 2000-01-31 , 17:18 , AIR4 , 2000-01-31 , 22:09
LEG_31_28 , AIR6 , 2000-01-31 , 14:20 , BASE2 , 2000-01-31 , 16:23
LEG_31_30 , AIR2 , 2000-01-31 , 17:05 , BASE2 , 2000-01-31 , 19:17
LEG_31_31 , BASE2 , 2000-01-31 , 18:36 , AIR9 , 2000-01-31 , 20:13
LEG_31_32 , AIR1 , 2000-01-31 , 14:00 , BASE2 , 2000-01-31 , 17:43
LEG_31_33 , BASE2 , 2000-01-31 , 14:00 , AIR1 , 2000-01-31 , 18:24
LEG_31_34 , BASE2 , 2000-01-31 , 11:39 , AIR6 , 2000-01-31 , 13:18
LEG_31_35 , AIR1 , 2000-01-31 , 06:59 , BASE2 , 2000-01-31 , 10:46
LEG_31_36 , BASE2 , 2000-01-31 , 00:15 , AIR1 , 2000-01-31 , 04:34
LEG_31_37 , AIR6 , 2000-01-31 , 21:15 , BASE2 , 2000-01-31 , 23:14
LEG_31_38 , BASE2 , 2000-01-31 , 02:23 , AIR6 , 2000-01-31 , 04:00
LEG_31_39 , AIR1 , 2000-01-31 , 21:10 , BASE2 , 2000-02-01 , 00:56
LEG_31_42 , AIR1 , 2000-01-31 , 17:00 , BASE2 , 2000-01-31 , 20:51
LEG_31_43 , BASE3 , 2000-01-31 , 19:05 , BASE2 , 2000-01-31 , 20:58
LEG_31_44 , BASE3 , 2000-01-31 , 14:30 , BASE2 , 2000-01-31 , 16:18
