#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_30_0 , AIR1 , 2000-01-30 , 14:55 , BASE1 , 2000-01-30 , 18:00
LEG_30_1 , AIR19 , 2000-01-30 , 13:00 , BASE1 , 2000-01-30 , 14:31
LEG_30_2 , BASE1 , 2000-01-30 , 15:31 , AIR1 , 2000-01-30 , 18:57
LEG_30_3 , AIR1 , 2000-01-30 , 20:10 , BASE1 , 2000-01-30 , 23:18
LEG_30_4 , BASE1 , 2000-01-30 , 23:34 , AIR1 , 2000-01-31 , 02:56
LEG_30_5 , BASE1 , 2000-01-30 , 17:43 , AIR1 , 2000-01-30 , 20:58
LEG_30_6 , BASE1 , 2000-01-30 , 03:22 , AIR1 , 2000-01-30 , 06:37
LEG_30_7 , BASE1 , 2000-01-30 , 13:06 , AIR1 , 2000-01-30 , 16:27
LEG_30_8 , AIR1 , 2000-01-30 , 17:25 , BASE1 , 2000-01-30 , 20:26
LEG_30_9 , AIR4 , 2000-01-30 , 14:40 , BASE1 , 2000-01-30 , 17:58
LEG_30_10 , AIR4 , 2000-01-30 , 18:15 , BASE1 , 2000-01-30 , 21:25
LEG_30_11 , AIR4 , 2000-01-30 , 00:05 , BASE1 , 2000-01-30 , 03:19
LEG_30_12 , BASE1 , 2000-01-30 , 00:47 , AIR4 , 2000-01-30 , 04:42
LEG_30_13 , AIR4 , 2000-01-30 , 23:00 , BASE1 , 2000-01-31 , 02:12
LEG_30_14 , BASE1 , 2000-01-30 , 03:24 , AIR4 , 2000-01-30 , 07:05
LEG_30_15 , AIR2 , 2000-01-30 , 13:00 , BASE1 , 2000-01-30 , 16:18
LEG_30_16 , BASE1 , 2000-01-30 , 17:39 , AIR4 , 2000-01-30 , 21:23
LEG_30_17 , BASE1 , 2000-01-30 , 00:46 , AIR8 , 2000-01-30 , 03:10
LEG_30_18 , AIR4 , 2000-01-30 , 20:10 , BASE1 , 2000-01-30 , 23:26
LEG_30_19 , BASE1 , 2000-01-30 , 23:31 , AIR30 , 2000-01-31 , 03:21
LEG_30_20 , AIR10 , 2000-01-30 , 19:29 , BASE1 , 2000-01-30 , 22:08
LEG_30_21 , AIR30 , 2000-01-30 , 14:30 , BASE1 , 2000-01-30 , 18:03
LEG_30_22 , BASE1 , 2000-01-30 , 19:15 , BASE3 , 2000-01-30 , 21:16
