#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_06_0 , BASE1 , 2000-01-06 , 12:06 , AIR1 , 2000-01-06 , 15:22
LEG_06_1 , AIR1 , 2000-01-06 , 13:55 , BASE1 , 2000-01-06 , 16:57
LEG_06_2 , BASE1 , 2000-01-06 , 14:31 , AIR1 , 2000-01-06 , 17:52
LEG_06_3 , BASE1 , 2000-01-06 , 22:34 , AIR1 , 2000-01-07 , 01:51
LEG_06_4 , AIR1 , 2000-01-06 , 19:15 , BASE1 , 2000-01-06 , 22:18
LEG_06_5 , BASE1 , 2000-01-06 , 00:02 , AIR19 , 2000-01-06 , 01:28
LEG_06_6 , BASE1 , 2000-01-06 , 02:22 , AIR1 , 2000-01-06 , 05:37
LEG_06_7 , AIR2 , 2000-01-06 , 21:50 , BASE1 , 2000-01-07 , 01:06
LEG_06_8 , BASE1 , 2000-01-06 , 20:43 , AIR3 , 2000-01-06 , 21:47
LEG_06_9 , AIR1 , 2000-01-06 , 16:25 , BASE1 , 2000-01-06 , 19:26
LEG_06_10 , BASE1 , 2000-01-06 , 18:11 , BASE2 , 2000-01-06 , 19:58
LEG_06_11 , AIR4 , 2000-01-06 , 13:40 , BASE1 , 2000-01-06 , 16:57
LEG_06_12 , BASE1 , 2000-01-06 , 19:35 , AIR5 , 2000-01-06 , 23:31
LEG_06_13 , AIR6 , 2000-01-06 , 15:38 , BASE1 , 2000-01-06 , 18:45
LEG_06_14 , AIR4 , 2000-01-06 , 17:30 , BASE1 , 2000-01-06 , 20:40
LEG_06_15 , BASE1 , 2000-01-06 , 22:21 , AIR4 , 2000-01-07 , 02:05
LEG_06_16 , BASE1 , 2000-01-06 , 23:47 , AIR4 , 2000-01-07 , 03:35
LEG_06_17 , AIR4 , 2000-01-06 , 22:00 , BASE1 , 2000-01-07 , 01:13
LEG_06_18 , BASE1 , 2000-01-06 , 23:46 , AIR8 , 2000-01-07 , 02:14
LEG_06_19 , AIR4 , 2000-01-06 , 19:10 , BASE1 , 2000-01-06 , 22:24
LEG_06_20 , BASE2 , 2000-01-06 , 10:47 , AIR10 , 2000-01-06 , 12:19
LEG_06_21 , AIR1 , 2000-01-06 , 20:05 , BASE2 , 2000-01-06 , 23:55
LEG_06_22 , BASE2 , 2000-01-06 , 23:15 , AIR1 , 2000-01-07 , 03:37
LEG_06_23 , AIR9 , 2000-01-06 , 20:15 , BASE2 , 2000-01-06 , 22:13
LEG_06_24 , AIR1 , 2000-01-06 , 16:00 , BASE2 , 2000-01-06 , 19:53
LEG_06_25 , BASE2 , 2000-01-06 , 21:22 , AIR10 , 2000-01-06 , 22:47
LEG_06_26 , AIR8 , 2000-01-06 , 10:20 , BASE2 , 2000-01-06 , 11:55
LEG_06_27 , BASE2 , 2000-01-06 , 12:57 , AIR1 , 2000-01-06 , 17:15
LEG_06_28 , BASE2 , 2000-01-06 , 10:37 , AIR6 , 2000-01-06 , 12:24
LEG_06_29 , AIR4 , 2000-01-06 , 05:35 , BASE2 , 2000-01-06 , 09:43
LEG_06_30 , AIR2 , 2000-01-06 , 16:05 , BASE2 , 2000-01-06 , 18:17
LEG_06_31 , AIR4 , 2000-01-06 , 16:00 , BASE2 , 2000-01-06 , 20:15
LEG_06_32 , BASE2 , 2000-01-06 , 16:18 , AIR4 , 2000-01-06 , 21:13
LEG_06_33 , BASE2 , 2000-01-06 , 13:05 , AIR4 , 2000-01-06 , 17:57
LEG_06_34 , AIR1 , 2000-01-06 , 13:00 , BASE2 , 2000-01-06 , 16:51
LEG_06_35 , BASE2 , 2000-01-06 , 17:52 , AIR8 , 2000-01-06 , 19:25
LEG_06_36 , BASE3 , 2000-01-06 , 13:30 , BASE2 , 2000-01-06 , 15:23
LEG_06_37 , BASE2 , 2000-01-06 , 10:35 , BASE3 , 2000-01-06 , 12:34
LEG_06_38 , BASE2 , 2000-01-06 , 14:40 , BASE3 , 2000-01-06 , 16:33
LEG_06_39 , BASE3 , 2000-01-06 , 18:00 , BASE2 , 2000-01-06 , 19:49
LEG_06_40 , AIR2 , 2000-01-06 , 17:25 , BASE1 , 2000-01-06 , 20:33
LEG_06_41 , BASE1 , 2000-01-06 , 22:00 , AIR11 , 2000-01-07 , 01:58
LEG_06_42 , AIR11 , 2000-01-06 , 15:50 , BASE1 , 2000-01-06 , 19:16
LEG_06_43 , BASE1 , 2000-01-06 , 20:12 , AIR12 , 2000-01-06 , 21:49
LEG_06_44 , AIR6 , 2000-01-06 , 12:15 , BASE1 , 2000-01-06 , 15:22
LEG_06_45 , BASE1 , 2000-01-06 , 16:21 , AIR11 , 2000-01-06 , 20:19
LEG_06_46 , AIR11 , 2000-01-06 , 17:15 , BASE1 , 2000-01-06 , 20:39
LEG_06_47 , BASE1 , 2000-01-06 , 02:24 , AIR11 , 2000-01-06 , 06:22
LEG_06_48 , AIR11 , 2000-01-06 , 22:50 , BASE1 , 2000-01-07 , 02:24
LEG_06_49 , AIR11 , 2000-01-06 , 19:15 , BASE1 , 2000-01-06 , 22:46
LEG_06_50 , BASE1 , 2000-01-06 , 19:39 , AIR11 , 2000-01-06 , 23:27
LEG_06_51 , AIR2 , 2000-01-06 , 15:15 , BASE1 , 2000-01-06 , 18:26
LEG_06_52 , AIR11 , 2000-01-06 , 21:40 , BASE1 , 2000-01-07 , 01:10
LEG_06_53 , AIR10 , 2000-01-06 , 21:45 , BASE1 , 2000-01-07 , 00:30
LEG_06_54 , AIR8 , 2000-01-06 , 20:20 , BASE2 , 2000-01-06 , 21:57
LEG_06_55 , BASE2 , 2000-01-06 , 23:25 , AIR11 , 2000-01-07 , 04:29
LEG_06_56 , AIR11 , 2000-01-06 , 15:20 , BASE2 , 2000-01-06 , 19:48
LEG_06_57 , BASE2 , 2000-01-06 , 21:22 , AIR11 , 2000-01-07 , 02:17
LEG_06_58 , AIR11 , 2000-01-06 , 19:25 , BASE2 , 2000-01-06 , 23:54
LEG_06_59 , BASE2 , 2000-01-06 , 01:09 , AIR8 , 2000-01-06 , 02:39
LEG_06_60 , BASE2 , 2000-01-06 , 13:04 , AIR11 , 2000-01-06 , 18:11
LEG_06_61 , AIR11 , 2000-01-06 , 05:30 , BASE2 , 2000-01-06 , 09:47
LEG_06_62 , BASE2 , 2000-01-06 , 21:02 , AIR2 , 2000-01-06 , 23:01
LEG_06_63 , AIR5 , 2000-01-06 , 15:10 , BASE2 , 2000-01-06 , 19:48
LEG_06_64 , BASE2 , 2000-01-06 , 13:07 , AIR5 , 2000-01-06 , 18:14
LEG_06_65 , BASE1 , 2000-01-06 , 20:33 , AIR2 , 2000-01-06 , 23:23
LEG_06_66 , AIR5 , 2000-01-06 , 15:40 , BASE1 , 2000-01-06 , 19:17
LEG_06_67 , AIR5 , 2000-01-06 , 05:25 , BASE2 , 2000-01-06 , 09:54
LEG_06_68 , AIR2 , 2000-01-06 , 19:40 , BASE2 , 2000-01-06 , 21:53
LEG_06_69 , BASE2 , 2000-01-06 , 23:23 , AIR5 , 2000-01-07 , 04:32
LEG_06_70 , AIR5 , 2000-01-06 , 21:36 , BASE1 , 2000-01-07 , 01:10
LEG_06_71 , AIR12 , 2000-01-06 , 11:20 , BASE1 , 2000-01-06 , 13:05
LEG_06_72 , BASE1 , 2000-01-06 , 14:10 , AIR5 , 2000-01-06 , 18:19
LEG_06_73 , BASE1 , 2000-01-06 , 00:04 , AIR6 , 2000-01-06 , 02:49
LEG_06_74 , AIR5 , 2000-01-06 , 19:20 , BASE1 , 2000-01-06 , 22:55
LEG_06_75 , BASE1 , 2000-01-06 , 02:23 , AIR5 , 2000-01-06 , 06:17
LEG_06_76 , BASE1 , 2000-01-06 , 18:04 , AIR2 , 2000-01-06 , 20:54
LEG_06_77 , AIR5 , 2000-01-06 , 13:30 , BASE1 , 2000-01-06 , 17:13
LEG_06_78 , BASE1 , 2000-01-06 , 22:30 , AIR5 , 2000-01-07 , 02:33
LEG_06_79 , AIR13 , 2000-01-06 , 14:00 , BASE1 , 2000-01-06 , 17:20
LEG_06_80 , BASE1 , 2000-01-06 , 18:20 , AIR10 , 2000-01-06 , 20:42
LEG_06_81 , BASE1 , 2000-01-06 , 22:33 , AIR13 , 2000-01-07 , 02:07
LEG_06_82 , BASE2 , 2000-01-06 , 19:05 , BASE1 , 2000-01-06 , 20:57
LEG_06_83 , BASE1 , 2000-01-06 , 20:31 , AIR6 , 2000-01-06 , 23:12
LEG_06_84 , AIR13 , 2000-01-06 , 16:00 , BASE1 , 2000-01-06 , 19:16
LEG_06_85 , AIR2 , 2000-01-06 , 10:10 , BASE1 , 2000-01-06 , 13:21
LEG_06_86 , BASE1 , 2000-01-06 , 14:21 , AIR13 , 2000-01-06 , 18:00
LEG_06_87 , BASE1 , 2000-01-06 , 23:52 , AIR2 , 2000-01-07 , 02:45
LEG_06_88 , AIR13 , 2000-01-06 , 19:05 , BASE1 , 2000-01-06 , 22:26
LEG_06_89 , BASE1 , 2000-01-06 , 02:20 , AIR13 , 2000-01-06 , 05:57
LEG_06_90 , BASE1 , 2000-01-06 , 03:04 , BASE2 , 2000-01-06 , 04:35
LEG_06_91 , AIR13 , 2000-01-06 , 22:50 , BASE1 , 2000-01-07 , 02:03
LEG_06_92 , AIR19 , 2000-01-06 , 14:17 , BASE1 , 2000-01-06 , 15:41
LEG_06_93 , BASE1 , 2000-01-06 , 16:43 , AIR13 , 2000-01-06 , 20:16
LEG_06_94 , BASE2 , 2000-01-06 , 10:50 , AIR2 , 2000-01-06 , 12:46
LEG_06_95 , BASE2 , 2000-01-06 , 01:07 , AIR14 , 2000-01-06 , 03:41
LEG_06_96 , AIR5 , 2000-01-06 , 19:35 , BASE2 , 2000-01-07 , 00:05
LEG_06_97 , BASE2 , 2000-01-06 , 23:22 , AIR4 , 2000-01-07 , 04:16
LEG_06_98 , AIR14 , 2000-01-06 , 19:30 , BASE2 , 2000-01-06 , 22:07
LEG_06_99 , BASE2 , 2000-01-06 , 21:28 , AIR14 , 2000-01-07 , 00:04
LEG_06_100 , BASE2 , 2000-01-06 , 10:58 , AIR14 , 2000-01-06 , 13:31
LEG_06_101 , BASE2 , 2000-01-06 , 16:05 , AIR10 , 2000-01-06 , 17:33
LEG_06_102 , AIR14 , 2000-01-06 , 12:15 , BASE2 , 2000-01-06 , 14:56
LEG_06_103 , AIR14 , 2000-01-06 , 15:20 , BASE2 , 2000-01-06 , 18:01
LEG_06_104 , AIR2 , 2000-01-06 , 12:40 , BASE2 , 2000-01-06 , 14:53
LEG_06_105 , BASE2 , 2000-01-06 , 16:06 , AIR14 , 2000-01-06 , 18:39
LEG_06_106 , BASE1 , 2000-01-06 , 14:33 , BASE3 , 2000-01-06 , 16:40
LEG_06_107 , BASE2 , 2000-01-06 , 23:08 , AIR2 , 2000-01-07 , 01:07
LEG_06_108 , AIR15 , 2000-01-06 , 19:35 , BASE2 , 2000-01-06 , 22:13
LEG_06_109 , BASE2 , 2000-01-06 , 16:02 , AIR15 , 2000-01-06 , 18:39
LEG_06_110 , AIR3 , 2000-01-06 , 14:05 , BASE2 , 2000-01-06 , 15:10
LEG_06_111 , BASE1 , 2000-01-06 , 16:15 , AIR6 , 2000-01-06 , 18:55
LEG_06_112 , BASE1 , 2000-01-06 , 19:40 , AIR17 , 2000-01-06 , 22:55
LEG_06_113 , AIR14 , 2000-01-06 , 15:00 , BASE1 , 2000-01-06 , 18:23
LEG_06_114 , AIR14 , 2000-01-06 , 11:30 , BASE1 , 2000-01-06 , 14:53
LEG_06_115 , BASE1 , 2000-01-06 , 16:22 , AIR5 , 2000-01-06 , 20:25
LEG_06_116 , BASE1 , 2000-01-06 , 12:24 , AIR14 , 2000-01-06 , 15:35
LEG_06_117 , AIR14 , 2000-01-06 , 17:20 , BASE1 , 2000-01-06 , 20:41
LEG_06_118 , BASE1 , 2000-01-06 , 12:05 , AIR3 , 2000-01-06 , 13:10
LEG_06_119 , AIR3 , 2000-01-06 , 23:25 , BASE1 , 2000-01-07 , 00:42
LEG_06_120 , BASE1 , 2000-01-06 , 00:17 , AIR3 , 2000-01-06 , 01:35
LEG_06_121 , AIR3 , 2000-01-06 , 13:45 , BASE1 , 2000-01-06 , 14:59
LEG_06_122 , AIR17 , 2000-01-06 , 08:10 , BASE1 , 2000-01-06 , 11:02
LEG_06_123 , BASE1 , 2000-01-06 , 12:00 , AIR6 , 2000-01-06 , 14:46
LEG_06_124 , BASE1 , 2000-01-06 , 02:55 , AIR17 , 2000-01-06 , 06:13
LEG_06_125 , AIR17 , 2000-01-06 , 19:10 , BASE1 , 2000-01-06 , 22:17
LEG_06_126 , AIR17 , 2000-01-06 , 22:50 , BASE1 , 2000-01-07 , 01:53
LEG_06_127 , BASE3 , 2000-01-06 , 18:15 , BASE1 , 2000-01-06 , 20:15
LEG_06_128 , BASE1 , 2000-01-06 , 22:02 , AIR17 , 2000-01-07 , 01:27
LEG_06_129 , AIR17 , 2000-01-06 , 16:20 , BASE1 , 2000-01-06 , 19:27
LEG_06_130 , AIR3 , 2000-01-06 , 11:50 , BASE1 , 2000-01-06 , 13:10
LEG_06_131 , BASE1 , 2000-01-06 , 14:22 , AIR17 , 2000-01-06 , 17:48
LEG_06_132 , BASE1 , 2000-01-06 , 15:40 , AIR2 , 2000-01-06 , 18:22
LEG_06_133 , BASE2 , 2000-01-06 , 10:55 , BASE1 , 2000-01-06 , 12:45
LEG_06_134 , BASE1 , 2000-01-06 , 11:00 , BASE2 , 2000-01-06 , 12:38
LEG_06_135 , BASE1 , 2000-01-06 , 11:50 , BASE2 , 2000-01-06 , 13:33
LEG_06_136 , BASE2 , 2000-01-06 , 21:14 , BASE1 , 2000-01-06 , 23:11
LEG_06_137 , BASE1 , 2000-01-06 , 18:07 , BASE2 , 2000-01-06 , 19:54
LEG_06_138 , BASE1 , 2000-01-06 , 16:42 , AIR17 , 2000-01-06 , 20:08
LEG_06_139 , AIR10 , 2000-01-06 , 10:30 , BASE2 , 2000-01-06 , 12:08
LEG_06_140 , BASE1 , 2000-01-06 , 20:42 , AIR14 , 2000-01-06 , 23:48
LEG_06_141 , AIR8 , 2000-01-06 , 12:45 , BASE1 , 2000-01-06 , 15:21
LEG_06_142 , BASE1 , 2000-01-06 , 16:44 , AIR18 , 2000-01-06 , 22:38
