#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_21_0 , BASE1 , 2000-01-21 , 12:06 , AIR1 , 2000-01-21 , 15:22
LEG_21_1 , AIR1 , 2000-01-21 , 13:55 , BASE1 , 2000-01-21 , 16:57
LEG_21_2 , BASE1 , 2000-01-21 , 14:31 , AIR1 , 2000-01-21 , 17:52
LEG_21_3 , BASE1 , 2000-01-21 , 22:34 , AIR1 , 2000-01-22 , 01:51
LEG_21_4 , AIR1 , 2000-01-21 , 19:15 , BASE1 , 2000-01-21 , 22:18
LEG_21_5 , BASE1 , 2000-01-21 , 00:02 , AIR19 , 2000-01-21 , 01:28
LEG_21_6 , BASE1 , 2000-01-21 , 16:43 , AIR1 , 2000-01-21 , 20:05
LEG_21_7 , BASE1 , 2000-01-21 , 02:22 , AIR1 , 2000-01-21 , 05:37
LEG_21_8 , AIR2 , 2000-01-21 , 21:50 , BASE1 , 2000-01-22 , 01:06
LEG_21_9 , AIR1 , 2000-01-21 , 21:20 , BASE1 , 2000-01-22 , 00:19
LEG_21_10 , BASE1 , 2000-01-21 , 20:43 , AIR3 , 2000-01-21 , 21:47
LEG_21_11 , AIR1 , 2000-01-21 , 16:25 , BASE1 , 2000-01-21 , 19:26
LEG_21_12 , BASE1 , 2000-01-21 , 18:11 , BASE2 , 2000-01-21 , 19:58
LEG_21_13 , AIR4 , 2000-01-21 , 13:40 , BASE1 , 2000-01-21 , 16:57
LEG_21_14 , BASE1 , 2000-01-21 , 19:35 , AIR5 , 2000-01-21 , 23:31
LEG_21_15 , AIR6 , 2000-01-21 , 15:38 , BASE1 , 2000-01-21 , 18:45
LEG_21_16 , AIR4 , 2000-01-21 , 17:30 , BASE1 , 2000-01-21 , 20:40
LEG_21_17 , BASE1 , 2000-01-21 , 22:21 , AIR4 , 2000-01-22 , 02:05
LEG_21_18 , BASE1 , 2000-01-21 , 23:47 , AIR4 , 2000-01-22 , 03:35
LEG_21_19 , AIR4 , 2000-01-21 , 22:00 , BASE1 , 2000-01-22 , 01:13
LEG_21_20 , BASE2 , 2000-01-21 , 10:54 , AIR7 , 2000-01-21 , 12:06
LEG_21_21 , BASE1 , 2000-01-21 , 23:46 , AIR8 , 2000-01-22 , 02:14
LEG_21_22 , AIR4 , 2000-01-21 , 19:10 , BASE1 , 2000-01-21 , 22:24
LEG_21_23 , BASE2 , 2000-01-21 , 10:47 , AIR10 , 2000-01-21 , 12:19
LEG_21_24 , AIR10 , 2000-01-21 , 00:15 , BASE2 , 2000-01-21 , 01:52
LEG_21_25 , AIR1 , 2000-01-21 , 20:05 , BASE2 , 2000-01-21 , 23:55
LEG_21_26 , BASE2 , 2000-01-21 , 01:11 , AIR2 , 2000-01-21 , 03:00
LEG_21_27 , BASE2 , 2000-01-21 , 23:15 , AIR1 , 2000-01-22 , 03:37
LEG_21_28 , AIR9 , 2000-01-21 , 20:15 , BASE2 , 2000-01-21 , 22:13
LEG_21_29 , AIR1 , 2000-01-21 , 16:00 , BASE2 , 2000-01-21 , 19:53
LEG_21_30 , BASE2 , 2000-01-21 , 12:57 , AIR1 , 2000-01-21 , 17:15
LEG_21_31 , BASE2 , 2000-01-21 , 10:37 , AIR6 , 2000-01-21 , 12:24
LEG_21_32 , AIR4 , 2000-01-21 , 05:35 , BASE2 , 2000-01-21 , 09:43
LEG_21_33 , BASE2 , 2000-01-21 , 19:37 , AIR4 , 2000-01-22 , 00:27
LEG_21_34 , AIR2 , 2000-01-21 , 16:05 , BASE2 , 2000-01-21 , 18:17
LEG_21_35 , AIR4 , 2000-01-21 , 16:00 , BASE2 , 2000-01-21 , 20:15
LEG_21_36 , BASE2 , 2000-01-21 , 16:18 , AIR4 , 2000-01-21 , 21:13
LEG_21_37 , BASE2 , 2000-01-21 , 13:05 , AIR4 , 2000-01-21 , 17:57
LEG_21_38 , AIR1 , 2000-01-21 , 13:00 , BASE2 , 2000-01-21 , 16:51
LEG_21_39 , BASE2 , 2000-01-21 , 17:52 , AIR8 , 2000-01-21 , 19:25
LEG_21_40 , BASE3 , 2000-01-21 , 13:30 , BASE2 , 2000-01-21 , 15:23
LEG_21_41 , BASE2 , 2000-01-21 , 10:35 , BASE3 , 2000-01-21 , 12:34
LEG_21_42 , BASE2 , 2000-01-21 , 14:40 , BASE3 , 2000-01-21 , 16:33
LEG_21_43 , BASE3 , 2000-01-21 , 18:00 , BASE2 , 2000-01-21 , 19:49
LEG_21_44 , AIR2 , 2000-01-21 , 17:25 , BASE1 , 2000-01-21 , 20:33
LEG_21_45 , BASE1 , 2000-01-21 , 22:00 , AIR11 , 2000-01-22 , 01:58
LEG_21_46 , AIR11 , 2000-01-21 , 15:50 , BASE1 , 2000-01-21 , 19:16
LEG_21_47 , BASE1 , 2000-01-21 , 20:12 , AIR12 , 2000-01-21 , 21:49
LEG_21_48 , AIR6 , 2000-01-21 , 12:15 , BASE1 , 2000-01-21 , 15:22
LEG_21_49 , BASE1 , 2000-01-21 , 16:21 , AIR11 , 2000-01-21 , 20:19
LEG_21_50 , AIR11 , 2000-01-21 , 17:15 , BASE1 , 2000-01-21 , 20:39
LEG_21_51 , BASE1 , 2000-01-21 , 02:24 , AIR11 , 2000-01-21 , 06:22
LEG_21_52 , AIR11 , 2000-01-21 , 22:50 , BASE1 , 2000-01-22 , 02:24
LEG_21_53 , AIR11 , 2000-01-21 , 19:15 , BASE1 , 2000-01-21 , 22:46
LEG_21_54 , BASE1 , 2000-01-21 , 19:39 , AIR11 , 2000-01-21 , 23:27
LEG_21_55 , AIR2 , 2000-01-21 , 15:15 , BASE1 , 2000-01-21 , 18:26
