#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_07_0 , BASE1 , 2000-01-07 , 12:06 , AIR1 , 2000-01-07 , 15:22
LEG_07_1 , AIR1 , 2000-01-07 , 13:55 , BASE1 , 2000-01-07 , 16:57
LEG_07_2 , BASE1 , 2000-01-07 , 14:31 , AIR1 , 2000-01-07 , 17:52
LEG_07_3 , BASE1 , 2000-01-07 , 22:34 , AIR1 , 2000-01-08 , 01:51
LEG_07_4 , AIR1 , 2000-01-07 , 19:15 , BASE1 , 2000-01-07 , 22:18
LEG_07_5 , BASE1 , 2000-01-07 , 00:02 , AIR19 , 2000-01-07 , 01:28
LEG_07_6 , BASE1 , 2000-01-07 , 16:43 , AIR1 , 2000-01-07 , 20:05
LEG_07_7 , BASE1 , 2000-01-07 , 02:22 , AIR1 , 2000-01-07 , 05:37
LEG_07_8 , AIR2 , 2000-01-07 , 21:50 , BASE1 , 2000-01-08 , 01:06
LEG_07_9 , AIR1 , 2000-01-07 , 21:20 , BASE1 , 2000-01-08 , 00:19
LEG_07_10 , BASE1 , 2000-01-07 , 20:43 , AIR3 , 2000-01-07 , 21:47
LEG_07_11 , AIR1 , 2000-01-07 , 16:25 , BASE1 , 2000-01-07 , 19:26
LEG_07_12 , BASE1 , 2000-01-07 , 18:11 , BASE2 , 2000-01-07 , 19:58
LEG_07_13 , AIR4 , 2000-01-07 , 13:40 , BASE1 , 2000-01-07 , 16:57
LEG_07_14 , BASE1 , 2000-01-07 , 19:35 , AIR5 , 2000-01-07 , 23:31
LEG_07_15 , AIR6 , 2000-01-07 , 15:38 , BASE1 , 2000-01-07 , 18:45
LEG_07_16 , AIR4 , 2000-01-07 , 17:30 , BASE1 , 2000-01-07 , 20:40
LEG_07_17 , BASE1 , 2000-01-07 , 22:21 , AIR4 , 2000-01-08 , 02:05
LEG_07_18 , BASE1 , 2000-01-07 , 23:47 , AIR4 , 2000-01-08 , 03:35
LEG_07_19 , AIR4 , 2000-01-07 , 22:00 , BASE1 , 2000-01-08 , 01:13
LEG_07_20 , BASE2 , 2000-01-07 , 10:54 , AIR7 , 2000-01-07 , 12:06
LEG_07_21 , BASE1 , 2000-01-07 , 23:46 , AIR8 , 2000-01-08 , 02:14
LEG_07_22 , AIR4 , 2000-01-07 , 19:10 , BASE1 , 2000-01-07 , 22:24
LEG_07_23 , BASE2 , 2000-01-07 , 10:47 , AIR10 , 2000-01-07 , 12:19
LEG_07_24 , AIR10 , 2000-01-07 , 00:15 , BASE2 , 2000-01-07 , 01:52
LEG_07_25 , AIR1 , 2000-01-07 , 20:05 , BASE2 , 2000-01-07 , 23:55
LEG_07_26 , BASE2 , 2000-01-07 , 01:11 , AIR2 , 2000-01-07 , 03:00
LEG_07_27 , BASE2 , 2000-01-07 , 23:15 , AIR1 , 2000-01-08 , 03:37
LEG_07_28 , AIR9 , 2000-01-07 , 20:15 , BASE2 , 2000-01-07 , 22:13
LEG_07_29 , AIR1 , 2000-01-07 , 16:00 , BASE2 , 2000-01-07 , 19:53
LEG_07_30 , BASE2 , 2000-01-07 , 21:22 , AIR10 , 2000-01-07 , 22:47
LEG_07_31 , AIR8 , 2000-01-07 , 10:20 , BASE2 , 2000-01-07 , 11:55
LEG_07_32 , BASE2 , 2000-01-07 , 12:57 , AIR1 , 2000-01-07 , 17:15
LEG_07_33 , BASE2 , 2000-01-07 , 10:37 , AIR6 , 2000-01-07 , 12:24
LEG_07_34 , AIR4 , 2000-01-07 , 05:35 , BASE2 , 2000-01-07 , 09:43
LEG_07_35 , BASE2 , 2000-01-07 , 19:37 , AIR4 , 2000-01-08 , 00:27
LEG_07_36 , AIR2 , 2000-01-07 , 16:05 , BASE2 , 2000-01-07 , 18:17
LEG_07_37 , AIR4 , 2000-01-07 , 16:00 , BASE2 , 2000-01-07 , 20:15
LEG_07_38 , BASE2 , 2000-01-07 , 16:18 , AIR4 , 2000-01-07 , 21:13
LEG_07_39 , BASE2 , 2000-01-07 , 13:05 , AIR4 , 2000-01-07 , 17:57
LEG_07_40 , AIR1 , 2000-01-07 , 13:00 , BASE2 , 2000-01-07 , 16:51
LEG_07_41 , BASE2 , 2000-01-07 , 17:52 , AIR8 , 2000-01-07 , 19:25
LEG_07_42 , BASE3 , 2000-01-07 , 13:30 , BASE2 , 2000-01-07 , 15:23
LEG_07_43 , BASE2 , 2000-01-07 , 10:35 , BASE3 , 2000-01-07 , 12:34
LEG_07_44 , BASE2 , 2000-01-07 , 14:40 , BASE3 , 2000-01-07 , 16:33
LEG_07_45 , BASE3 , 2000-01-07 , 18:00 , BASE2 , 2000-01-07 , 19:49
