#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_02_0 , BASE1 , 2000-01-02 , 12:06 , AIR1 , 2000-01-02 , 15:22
LEG_02_1 , AIR1 , 2000-01-02 , 13:55 , BASE1 , 2000-01-02 , 16:57
LEG_02_2 , BASE1 , 2000-01-02 , 14:31 , AIR1 , 2000-01-02 , 17:52
LEG_02_3 , BASE1 , 2000-01-02 , 22:34 , AIR1 , 2000-01-03 , 01:51
LEG_02_4 , AIR1 , 2000-01-02 , 19:15 , BASE1 , 2000-01-02 , 22:18
LEG_02_5 , BASE1 , 2000-01-02 , 00:02 , AIR19 , 2000-01-02 , 01:28
LEG_02_6 , BASE1 , 2000-01-02 , 16:43 , AIR1 , 2000-01-02 , 20:05
LEG_02_7 , BASE1 , 2000-01-02 , 02:22 , AIR1 , 2000-01-02 , 05:37
LEG_02_8 , AIR2 , 2000-01-02 , 21:50 , BASE1 , 2000-01-03 , 01:06
LEG_02_9 , AIR1 , 2000-01-02 , 21:20 , BASE1 , 2000-01-03 , 00:19
LEG_02_10 , BASE1 , 2000-01-02 , 20:43 , AIR3 , 2000-01-02 , 21:47
LEG_02_11 , AIR1 , 2000-01-02 , 16:25 , BASE1 , 2000-01-02 , 19:26
LEG_02_12 , BASE1 , 2000-01-02 , 18:11 , BASE2 , 2000-01-02 , 19:58
LEG_02_13 , AIR4 , 2000-01-02 , 13:40 , BASE1 , 2000-01-02 , 16:57
LEG_02_14 , BASE1 , 2000-01-02 , 19:35 , AIR5 , 2000-01-02 , 23:31
LEG_02_15 , AIR6 , 2000-01-02 , 15:38 , BASE1 , 2000-01-02 , 18:45
LEG_02_16 , AIR4 , 2000-01-02 , 17:30 , BASE1 , 2000-01-02 , 20:40
LEG_02_17 , BASE1 , 2000-01-02 , 22:21 , AIR4 , 2000-01-03 , 02:05
LEG_02_18 , BASE1 , 2000-01-02 , 23:47 , AIR4 , 2000-01-03 , 03:35
LEG_02_19 , AIR4 , 2000-01-02 , 22:00 , BASE1 , 2000-01-03 , 01:13
LEG_02_20 , BASE2 , 2000-01-02 , 10:54 , AIR7 , 2000-01-02 , 12:06
LEG_02_21 , BASE1 , 2000-01-02 , 23:46 , AIR8 , 2000-01-03 , 02:14
LEG_02_22 , AIR4 , 2000-01-02 , 19:10 , BASE1 , 2000-01-02 , 22:24
LEG_02_23 , BASE2 , 2000-01-02 , 10:47 , AIR10 , 2000-01-02 , 12:19
LEG_02_24 , AIR10 , 2000-01-02 , 00:15 , BASE2 , 2000-01-02 , 01:52
LEG_02_25 , AIR1 , 2000-01-02 , 20:05 , BASE2 , 2000-01-02 , 23:55
LEG_02_26 , BASE2 , 2000-01-02 , 01:11 , AIR2 , 2000-01-02 , 03:00
LEG_02_27 , BASE2 , 2000-01-02 , 23:15 , AIR1 , 2000-01-03 , 03:37
LEG_02_28 , AIR9 , 2000-01-02 , 20:15 , BASE2 , 2000-01-02 , 22:13
LEG_02_29 , AIR1 , 2000-01-02 , 16:00 , BASE2 , 2000-01-02 , 19:53
LEG_02_30 , BASE2 , 2000-01-02 , 21:22 , AIR10 , 2000-01-02 , 22:47
LEG_02_31 , AIR8 , 2000-01-02 , 10:20 , BASE2 , 2000-01-02 , 11:55
LEG_02_32 , BASE2 , 2000-01-02 , 12:57 , AIR1 , 2000-01-02 , 17:15
LEG_02_33 , BASE2 , 2000-01-02 , 10:37 , AIR6 , 2000-01-02 , 12:24
LEG_02_34 , AIR4 , 2000-01-02 , 05:35 , BASE2 , 2000-01-02 , 09:43
LEG_02_35 , BASE2 , 2000-01-02 , 19:37 , AIR4 , 2000-01-03 , 00:27
LEG_02_36 , AIR2 , 2000-01-02 , 16:05 , BASE2 , 2000-01-02 , 18:17
LEG_02_37 , AIR4 , 2000-01-02 , 16:00 , BASE2 , 2000-01-02 , 20:15
LEG_02_38 , BASE2 , 2000-01-02 , 16:18 , AIR4 , 2000-01-02 , 21:13
LEG_02_39 , BASE2 , 2000-01-02 , 13:05 , AIR4 , 2000-01-02 , 17:57
