#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_29_0 , AIR1 , 2000-01-29 , 14:55 , BASE1 , 2000-01-29 , 18:00
LEG_29_1 , AIR19 , 2000-01-29 , 13:00 , BASE1 , 2000-01-29 , 14:31
LEG_29_2 , BASE1 , 2000-01-29 , 15:31 , AIR1 , 2000-01-29 , 18:57
LEG_29_3 , AIR1 , 2000-01-29 , 20:10 , BASE1 , 2000-01-29 , 23:18
LEG_29_4 , BASE1 , 2000-01-29 , 23:34 , AIR1 , 2000-01-30 , 02:56
LEG_29_5 , BASE1 , 2000-01-29 , 17:43 , AIR1 , 2000-01-29 , 20:58
LEG_29_6 , BASE1 , 2000-01-29 , 03:22 , AIR1 , 2000-01-29 , 06:37
LEG_29_7 , BASE1 , 2000-01-29 , 13:06 , AIR1 , 2000-01-29 , 16:27
LEG_29_8 , AIR1 , 2000-01-29 , 17:25 , BASE1 , 2000-01-29 , 20:26
LEG_29_9 , AIR4 , 2000-01-29 , 14:40 , BASE1 , 2000-01-29 , 17:58
LEG_29_10 , AIR4 , 2000-01-29 , 18:15 , BASE1 , 2000-01-29 , 21:25
LEG_29_11 , AIR4 , 2000-01-29 , 00:05 , BASE1 , 2000-01-29 , 03:19
LEG_29_12 , BASE1 , 2000-01-29 , 00:47 , AIR4 , 2000-01-29 , 04:42
LEG_29_13 , AIR4 , 2000-01-29 , 23:00 , BASE1 , 2000-01-30 , 02:12
LEG_29_14 , BASE1 , 2000-01-29 , 03:24 , AIR4 , 2000-01-29 , 07:05
LEG_29_15 , AIR2 , 2000-01-29 , 13:00 , BASE1 , 2000-01-29 , 16:18
LEG_29_16 , BASE1 , 2000-01-29 , 17:39 , AIR4 , 2000-01-29 , 21:23
LEG_29_17 , BASE1 , 2000-01-29 , 00:46 , AIR8 , 2000-01-29 , 03:10
LEG_29_18 , AIR4 , 2000-01-29 , 20:10 , BASE1 , 2000-01-29 , 23:26
LEG_29_19 , BASE1 , 2000-01-29 , 23:31 , AIR30 , 2000-01-30 , 03:21
LEG_29_20 , AIR10 , 2000-01-29 , 19:29 , BASE1 , 2000-01-29 , 22:08
LEG_29_21 , AIR30 , 2000-01-29 , 14:30 , BASE1 , 2000-01-29 , 18:03
LEG_29_22 , BASE1 , 2000-01-29 , 19:15 , BASE3 , 2000-01-29 , 21:16
LEG_29_23 , BASE2 , 2000-01-29 , 22:12 , AIR8 , 2000-01-29 , 23:44
LEG_29_24 , AIR4 , 2000-01-29 , 17:00 , BASE2 , 2000-01-29 , 21:05
LEG_29_25 , AIR8 , 2000-01-29 , 11:20 , BASE2 , 2000-01-29 , 12:57
LEG_29_26 , BASE2 , 2000-01-29 , 14:07 , AIR4 , 2000-01-29 , 19:01
LEG_29_27 , BASE2 , 2000-01-29 , 17:18 , AIR4 , 2000-01-29 , 22:09
LEG_29_28 , AIR6 , 2000-01-29 , 14:20 , BASE2 , 2000-01-29 , 16:23
LEG_29_29 , BASE2 , 2000-01-29 , 20:37 , AIR4 , 2000-01-30 , 01:27
LEG_29_30 , AIR2 , 2000-01-29 , 17:05 , BASE2 , 2000-01-29 , 19:17
LEG_29_31 , BASE2 , 2000-01-29 , 18:36 , AIR9 , 2000-01-29 , 20:13
LEG_29_32 , AIR1 , 2000-01-29 , 14:00 , BASE2 , 2000-01-29 , 17:43
LEG_29_33 , BASE2 , 2000-01-29 , 14:00 , AIR1 , 2000-01-29 , 18:24
LEG_29_34 , BASE2 , 2000-01-29 , 11:39 , AIR6 , 2000-01-29 , 13:18
LEG_29_35 , AIR1 , 2000-01-29 , 06:59 , BASE2 , 2000-01-29 , 10:46
LEG_29_36 , BASE2 , 2000-01-29 , 00:15 , AIR1 , 2000-01-29 , 04:34
LEG_29_37 , AIR6 , 2000-01-29 , 21:15 , BASE2 , 2000-01-29 , 23:14
LEG_29_38 , BASE2 , 2000-01-29 , 02:23 , AIR6 , 2000-01-29 , 04:00
LEG_29_39 , AIR1 , 2000-01-29 , 21:10 , BASE2 , 2000-01-30 , 00:56
LEG_29_40 , BASE2 , 2000-01-29 , 20:41 , AIR1 , 2000-01-30 , 01:03
LEG_29_41 , BASE2 , 2000-01-29 , 22:04 , AIR6 , 2000-01-29 , 23:50
LEG_29_42 , AIR1 , 2000-01-29 , 17:00 , BASE2 , 2000-01-29 , 20:51
LEG_29_43 , BASE3 , 2000-01-29 , 19:05 , BASE2 , 2000-01-29 , 20:58
LEG_29_44 , BASE3 , 2000-01-29 , 14:30 , BASE2 , 2000-01-29 , 16:18
LEG_29_45 , BASE2 , 2000-01-29 , 11:37 , BASE3 , 2000-01-29 , 13:37
LEG_29_46 , BASE2 , 2000-01-29 , 15:36 , BASE3 , 2000-01-29 , 17:35
LEG_29_47 , BASE1 , 2000-01-29 , 22:59 , AIR11 , 2000-01-30 , 02:56
LEG_29_48 , BASE1 , 2000-01-29 , 21:33 , AIR2 , 2000-01-30 , 00:19
LEG_29_49 , AIR11 , 2000-01-29 , 16:50 , BASE1 , 2000-01-29 , 20:18
LEG_29_50 , AIR6 , 2000-01-29 , 13:15 , BASE1 , 2000-01-29 , 16:28
LEG_29_51 , BASE1 , 2000-01-29 , 17:21 , AIR11 , 2000-01-29 , 21:19
LEG_29_52 , AIR11 , 2000-01-29 , 18:15 , BASE1 , 2000-01-29 , 21:44
LEG_29_53 , AIR11 , 2000-01-29 , 23:50 , BASE1 , 2000-01-30 , 03:23
LEG_29_54 , BASE1 , 2000-01-29 , 13:09 , AIR11 , 2000-01-29 , 17:02
LEG_29_55 , AIR11 , 2000-01-29 , 20:15 , BASE1 , 2000-01-29 , 23:49
LEG_29_56 , BASE1 , 2000-01-29 , 01:02 , AIR19 , 2000-01-29 , 02:33
LEG_29_57 , AIR2 , 2000-01-29 , 11:10 , BASE1 , 2000-01-29 , 14:24
LEG_29_58 , BASE1 , 2000-01-29 , 15:19 , AIR11 , 2000-01-29 , 19:21
LEG_29_59 , AIR11 , 2000-01-29 , 22:35 , BASE1 , 2000-01-30 , 02:10
LEG_29_60 , BASE1 , 2000-01-29 , 03:19 , AIR11 , 2000-01-29 , 07:11
LEG_29_61 , AIR12 , 2000-01-29 , 00:15 , BASE1 , 2000-01-29 , 02:08
LEG_29_62 , BASE2 , 2000-01-29 , 17:10 , AIR11 , 2000-01-29 , 22:01
LEG_29_63 , BASE2 , 2000-01-29 , 22:07 , AIR12 , 2000-01-29 , 23:11
LEG_29_64 , AIR11 , 2000-01-29 , 16:25 , BASE2 , 2000-01-29 , 20:47
LEG_29_65 , BASE2 , 2000-01-29 , 22:22 , AIR11 , 2000-01-30 , 03:17
LEG_29_66 , BASE2 , 2000-01-29 , 02:09 , AIR8 , 2000-01-29 , 03:35
LEG_29_67 , AIR11 , 2000-01-29 , 20:25 , BASE2 , 2000-01-30 , 00:46
LEG_29_68 , BASE2 , 2000-01-29 , 14:08 , AIR11 , 2000-01-29 , 19:09
LEG_29_69 , AIR12 , 2000-01-29 , 12:00 , BASE2 , 2000-01-29 , 13:06
LEG_29_70 , BASE2 , 2000-01-29 , 15:23 , AIR2 , 2000-01-29 , 17:11
LEG_29_71 , AIR11 , 2000-01-29 , 10:05 , BASE2 , 2000-01-29 , 14:23
LEG_29_72 , BASE2 , 2000-01-29 , 22:22 , AIR10 , 2000-01-29 , 23:49
LEG_29_73 , AIR5 , 2000-01-29 , 16:10 , BASE2 , 2000-01-29 , 20:42
LEG_29_74 , BASE2 , 2000-01-29 , 14:02 , AIR5 , 2000-01-29 , 19:08
LEG_29_75 , AIR2 , 2000-01-29 , 13:40 , BASE2 , 2000-01-29 , 15:54
LEG_29_76 , BASE2 , 2000-01-29 , 17:24 , AIR5 , 2000-01-29 , 22:33
LEG_29_77 , BASE2 , 2000-01-29 , 00:23 , AIR5 , 2000-01-29 , 05:30
LEG_29_78 , AIR9 , 2000-01-29 , 21:15 , BASE2 , 2000-01-29 , 23:14
LEG_29_79 , BASE1 , 2000-01-29 , 04:14 , AIR3 , 2000-01-29 , 05:20
LEG_29_80 , AIR5 , 2000-01-29 , 23:45 , BASE1 , 2000-01-30 , 03:19
LEG_29_81 , BASE1 , 2000-01-29 , 03:23 , AIR5 , 2000-01-29 , 07:31
LEG_29_82 , AIR2 , 2000-01-29 , 22:50 , BASE1 , 2000-01-30 , 02:14
LEG_29_83 , BASE1 , 2000-01-29 , 00:52 , AIR2 , 2000-01-29 , 03:36
LEG_29_84 , AIR5 , 2000-01-29 , 20:20 , BASE1 , 2000-01-29 , 23:59
LEG_29_85 , BASE1 , 2000-01-29 , 23:30 , AIR5 , 2000-01-30 , 03:39
LEG_29_86 , AIR8 , 2000-01-29 , 13:45 , BASE1 , 2000-01-29 , 16:28
