#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_05_0 , BASE1 , 2000-01-05 , 12:06 , AIR1 , 2000-01-05 , 15:22
LEG_05_1 , AIR1 , 2000-01-05 , 13:55 , BASE1 , 2000-01-05 , 16:57
LEG_05_2 , BASE1 , 2000-01-05 , 14:31 , AIR1 , 2000-01-05 , 17:52
LEG_05_3 , BASE1 , 2000-01-05 , 22:34 , AIR1 , 2000-01-06 , 01:51
LEG_05_4 , AIR1 , 2000-01-05 , 19:15 , BASE1 , 2000-01-05 , 22:18
LEG_05_5 , BASE1 , 2000-01-05 , 00:02 , AIR19 , 2000-01-05 , 01:28
LEG_05_6 , BASE1 , 2000-01-05 , 16:43 , AIR1 , 2000-01-05 , 20:05
LEG_05_7 , BASE1 , 2000-01-05 , 02:22 , AIR1 , 2000-01-05 , 05:37
LEG_05_8 , AIR2 , 2000-01-05 , 21:50 , BASE1 , 2000-01-06 , 01:06
LEG_05_9 , AIR1 , 2000-01-05 , 21:20 , BASE1 , 2000-01-06 , 00:19
LEG_05_10 , BASE1 , 2000-01-05 , 20:43 , AIR3 , 2000-01-05 , 21:47
LEG_05_11 , AIR1 , 2000-01-05 , 16:25 , BASE1 , 2000-01-05 , 19:26
LEG_05_12 , BASE1 , 2000-01-05 , 18:11 , BASE2 , 2000-01-05 , 19:58
LEG_05_13 , AIR4 , 2000-01-05 , 13:40 , BASE1 , 2000-01-05 , 16:57
LEG_05_14 , BASE1 , 2000-01-05 , 19:35 , AIR5 , 2000-01-05 , 23:31
LEG_05_15 , AIR6 , 2000-01-05 , 15:38 , BASE1 , 2000-01-05 , 18:45
LEG_05_16 , AIR4 , 2000-01-05 , 17:30 , BASE1 , 2000-01-05 , 20:40
LEG_05_17 , BASE1 , 2000-01-05 , 22:21 , AIR4 , 2000-01-06 , 02:05
LEG_05_18 , BASE1 , 2000-01-05 , 23:47 , AIR4 , 2000-01-06 , 03:35
LEG_05_19 , AIR4 , 2000-01-05 , 22:00 , BASE1 , 2000-01-06 , 01:13
LEG_05_20 , BASE1 , 2000-01-05 , 23:46 , AIR8 , 2000-01-06 , 02:14
LEG_05_21 , AIR4 , 2000-01-05 , 19:10 , BASE1 , 2000-01-05 , 22:24
LEG_05_22 , BASE2 , 2000-01-05 , 10:47 , AIR10 , 2000-01-05 , 12:19
LEG_05_23 , AIR10 , 2000-01-05 , 00:15 , BASE2 , 2000-01-05 , 01:52
LEG_05_24 , AIR1 , 2000-01-05 , 20:05 , BASE2 , 2000-01-05 , 23:55
LEG_05_25 , BASE2 , 2000-01-05 , 01:11 , AIR2 , 2000-01-05 , 03:00
LEG_05_26 , BASE2 , 2000-01-05 , 23:15 , AIR1 , 2000-01-06 , 03:37
LEG_05_27 , AIR9 , 2000-01-05 , 20:15 , BASE2 , 2000-01-05 , 22:13
LEG_05_28 , AIR1 , 2000-01-05 , 16:00 , BASE2 , 2000-01-05 , 19:53
LEG_05_29 , BASE2 , 2000-01-05 , 21:22 , AIR10 , 2000-01-05 , 22:47
LEG_05_30 , AIR8 , 2000-01-05 , 10:20 , BASE2 , 2000-01-05 , 11:55
LEG_05_31 , BASE2 , 2000-01-05 , 12:57 , AIR1 , 2000-01-05 , 17:15
LEG_05_32 , BASE2 , 2000-01-05 , 10:37 , AIR6 , 2000-01-05 , 12:24
LEG_05_33 , AIR4 , 2000-01-05 , 05:35 , BASE2 , 2000-01-05 , 09:43
LEG_05_34 , BASE2 , 2000-01-05 , 19:37 , AIR4 , 2000-01-06 , 00:27
LEG_05_35 , AIR2 , 2000-01-05 , 16:05 , BASE2 , 2000-01-05 , 18:17
LEG_05_36 , AIR4 , 2000-01-05 , 16:00 , BASE2 , 2000-01-05 , 20:15
LEG_05_37 , BASE2 , 2000-01-05 , 16:18 , AIR4 , 2000-01-05 , 21:13
LEG_05_38 , BASE2 , 2000-01-05 , 13:05 , AIR4 , 2000-01-05 , 17:57
