#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_12_0 , BASE1 , 2000-01-12 , 12:06 , AIR1 , 2000-01-12 , 15:22
LEG_12_1 , AIR1 , 2000-01-12 , 13:55 , BASE1 , 2000-01-12 , 16:57
LEG_12_2 , BASE1 , 2000-01-12 , 14:31 , AIR1 , 2000-01-12 , 17:52
LEG_12_3 , BASE1 , 2000-01-12 , 22:34 , AIR1 , 2000-01-13 , 01:51
LEG_12_4 , AIR1 , 2000-01-12 , 19:15 , BASE1 , 2000-01-12 , 22:18
LEG_12_5 , BASE1 , 2000-01-12 , 00:02 , AIR19 , 2000-01-12 , 01:28
LEG_12_6 , BASE1 , 2000-01-12 , 16:43 , AIR1 , 2000-01-12 , 20:05
LEG_12_7 , BASE1 , 2000-01-12 , 02:22 , AIR1 , 2000-01-12 , 05:37
LEG_12_8 , AIR2 , 2000-01-12 , 21:50 , BASE1 , 2000-01-13 , 01:06
LEG_12_9 , AIR1 , 2000-01-12 , 21:20 , BASE1 , 2000-01-13 , 00:19
LEG_12_10 , BASE1 , 2000-01-12 , 20:43 , AIR3 , 2000-01-12 , 21:47
LEG_12_11 , AIR1 , 2000-01-12 , 16:25 , BASE1 , 2000-01-12 , 19:26
LEG_12_12 , BASE1 , 2000-01-12 , 18:11 , BASE2 , 2000-01-12 , 19:58
LEG_12_13 , AIR4 , 2000-01-12 , 13:40 , BASE1 , 2000-01-12 , 16:57
LEG_12_14 , BASE1 , 2000-01-12 , 19:35 , AIR5 , 2000-01-12 , 23:31
LEG_12_15 , AIR6 , 2000-01-12 , 15:38 , BASE1 , 2000-01-12 , 18:45
LEG_12_16 , BASE1 , 2000-01-12 , 23:47 , AIR4 , 2000-01-13 , 03:35
LEG_12_17 , AIR4 , 2000-01-12 , 22:00 , BASE1 , 2000-01-13 , 01:13
LEG_12_18 , BASE1 , 2000-01-12 , 23:46 , AIR8 , 2000-01-13 , 02:14
LEG_12_19 , BASE2 , 2000-01-12 , 10:47 , AIR10 , 2000-01-12 , 12:19
LEG_12_20 , AIR10 , 2000-01-12 , 00:15 , BASE2 , 2000-01-12 , 01:52
LEG_12_21 , AIR1 , 2000-01-12 , 20:05 , BASE2 , 2000-01-12 , 23:55
LEG_12_22 , BASE2 , 2000-01-12 , 01:11 , AIR2 , 2000-01-12 , 03:00
LEG_12_23 , BASE2 , 2000-01-12 , 23:15 , AIR1 , 2000-01-13 , 03:37
LEG_12_24 , AIR9 , 2000-01-12 , 20:15 , BASE2 , 2000-01-12 , 22:13
LEG_12_25 , AIR1 , 2000-01-12 , 16:00 , BASE2 , 2000-01-12 , 19:53
LEG_12_26 , BASE2 , 2000-01-12 , 21:22 , AIR10 , 2000-01-12 , 22:47
LEG_12_27 , AIR8 , 2000-01-12 , 10:20 , BASE2 , 2000-01-12 , 11:55
LEG_12_28 , BASE2 , 2000-01-12 , 12:57 , AIR1 , 2000-01-12 , 17:15
LEG_12_29 , BASE2 , 2000-01-12 , 10:37 , AIR6 , 2000-01-12 , 12:24
LEG_12_30 , AIR4 , 2000-01-12 , 05:35 , BASE2 , 2000-01-12 , 09:43
LEG_12_31 , BASE2 , 2000-01-12 , 19:37 , AIR4 , 2000-01-13 , 00:27
LEG_12_32 , AIR2 , 2000-01-12 , 16:05 , BASE2 , 2000-01-12 , 18:17
LEG_12_33 , AIR4 , 2000-01-12 , 16:00 , BASE2 , 2000-01-12 , 20:15
LEG_12_34 , BASE2 , 2000-01-12 , 16:18 , AIR4 , 2000-01-12 , 21:13
LEG_12_35 , AIR1 , 2000-01-12 , 13:00 , BASE2 , 2000-01-12 , 16:51
LEG_12_36 , BASE2 , 2000-01-12 , 17:52 , AIR8 , 2000-01-12 , 19:25
LEG_12_37 , BASE3 , 2000-01-12 , 13:30 , BASE2 , 2000-01-12 , 15:23
LEG_12_38 , BASE2 , 2000-01-12 , 10:35 , BASE3 , 2000-01-12 , 12:34
LEG_12_39 , BASE2 , 2000-01-12 , 14:40 , BASE3 , 2000-01-12 , 16:33
LEG_12_40 , BASE3 , 2000-01-12 , 18:00 , BASE2 , 2000-01-12 , 19:49
LEG_12_41 , AIR11 , 2000-01-12 , 07:35 , BASE1 , 2000-01-12 , 11:02
LEG_12_42 , AIR2 , 2000-01-12 , 17:25 , BASE1 , 2000-01-12 , 20:33
LEG_12_43 , BASE1 , 2000-01-12 , 22:00 , AIR11 , 2000-01-13 , 01:58
LEG_12_44 , AIR11 , 2000-01-12 , 15:50 , BASE1 , 2000-01-12 , 19:16
LEG_12_45 , BASE1 , 2000-01-12 , 20:12 , AIR12 , 2000-01-12 , 21:49
LEG_12_46 , AIR6 , 2000-01-12 , 12:15 , BASE1 , 2000-01-12 , 15:22
LEG_12_47 , BASE1 , 2000-01-12 , 16:21 , AIR11 , 2000-01-12 , 20:19
LEG_12_48 , BASE1 , 2000-01-12 , 02:24 , AIR11 , 2000-01-12 , 06:22
LEG_12_49 , AIR11 , 2000-01-12 , 22:50 , BASE1 , 2000-01-13 , 02:24
LEG_12_50 , AIR11 , 2000-01-12 , 19:15 , BASE1 , 2000-01-12 , 22:46
LEG_12_51 , BASE1 , 2000-01-12 , 19:39 , AIR11 , 2000-01-12 , 23:27
LEG_12_52 , AIR2 , 2000-01-12 , 15:15 , BASE1 , 2000-01-12 , 18:26
LEG_12_53 , AIR11 , 2000-01-12 , 21:40 , BASE1 , 2000-01-13 , 01:10
LEG_12_54 , AIR10 , 2000-01-12 , 21:45 , BASE1 , 2000-01-13 , 00:30
LEG_12_55 , AIR8 , 2000-01-12 , 20:20 , BASE2 , 2000-01-12 , 21:57
LEG_12_56 , BASE2 , 2000-01-12 , 23:25 , AIR11 , 2000-01-13 , 04:29
LEG_12_57 , AIR11 , 2000-01-12 , 15:20 , BASE2 , 2000-01-12 , 19:48
LEG_12_58 , BASE2 , 2000-01-12 , 21:22 , AIR11 , 2000-01-13 , 02:17
LEG_12_59 , BASE2 , 2000-01-12 , 01:09 , AIR8 , 2000-01-12 , 02:39
LEG_12_60 , AIR11 , 2000-01-12 , 05:30 , BASE2 , 2000-01-12 , 09:47
LEG_12_61 , BASE2 , 2000-01-12 , 21:02 , AIR2 , 2000-01-12 , 23:01
LEG_12_62 , AIR5 , 2000-01-12 , 15:10 , BASE2 , 2000-01-12 , 19:48
LEG_12_63 , AIR2 , 2000-01-12 , 10:00 , BASE2 , 2000-01-12 , 12:09
LEG_12_64 , BASE2 , 2000-01-12 , 13:07 , AIR5 , 2000-01-12 , 18:14
LEG_12_65 , BASE1 , 2000-01-12 , 20:33 , AIR2 , 2000-01-12 , 23:23
LEG_12_66 , AIR5 , 2000-01-12 , 15:40 , BASE1 , 2000-01-12 , 19:17
LEG_12_67 , AIR5 , 2000-01-12 , 05:25 , BASE2 , 2000-01-12 , 09:54
LEG_12_68 , AIR2 , 2000-01-12 , 19:40 , BASE2 , 2000-01-12 , 21:53
LEG_12_69 , BASE2 , 2000-01-12 , 23:23 , AIR5 , 2000-01-13 , 04:32
LEG_12_70 , AIR5 , 2000-01-12 , 21:36 , BASE1 , 2000-01-13 , 01:10
LEG_12_71 , AIR12 , 2000-01-12 , 11:20 , BASE1 , 2000-01-12 , 13:05
LEG_12_72 , BASE1 , 2000-01-12 , 14:10 , AIR5 , 2000-01-12 , 18:19
LEG_12_73 , BASE1 , 2000-01-12 , 00:04 , AIR6 , 2000-01-12 , 02:49
LEG_12_74 , AIR5 , 2000-01-12 , 19:20 , BASE1 , 2000-01-12 , 22:55
LEG_12_75 , BASE1 , 2000-01-12 , 02:23 , AIR5 , 2000-01-12 , 06:17
LEG_12_76 , BASE1 , 2000-01-12 , 18:04 , AIR2 , 2000-01-12 , 20:54
LEG_12_77 , AIR5 , 2000-01-12 , 13:30 , BASE1 , 2000-01-12 , 17:13
LEG_12_78 , BASE1 , 2000-01-12 , 22:30 , AIR5 , 2000-01-13 , 02:33
LEG_12_79 , AIR13 , 2000-01-12 , 14:00 , BASE1 , 2000-01-12 , 17:20
LEG_12_80 , BASE1 , 2000-01-12 , 18:20 , AIR10 , 2000-01-12 , 20:42
LEG_12_81 , BASE1 , 2000-01-12 , 22:33 , AIR13 , 2000-01-13 , 02:07
LEG_12_82 , BASE2 , 2000-01-12 , 19:05 , BASE1 , 2000-01-12 , 20:57
LEG_12_83 , BASE1 , 2000-01-12 , 20:31 , AIR6 , 2000-01-12 , 23:12
LEG_12_84 , AIR13 , 2000-01-12 , 16:00 , BASE1 , 2000-01-12 , 19:16
LEG_12_85 , AIR2 , 2000-01-12 , 10:10 , BASE1 , 2000-01-12 , 13:21
LEG_12_86 , BASE1 , 2000-01-12 , 14:21 , AIR13 , 2000-01-12 , 18:00
