#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_25_0 , BASE1 , 2000-01-25 , 12:06 , AIR1 , 2000-01-25 , 15:22
LEG_25_1 , AIR1 , 2000-01-25 , 13:55 , BASE1 , 2000-01-25 , 16:57
LEG_25_2 , BASE1 , 2000-01-25 , 14:31 , AIR1 , 2000-01-25 , 17:52
LEG_25_3 , BASE1 , 2000-01-25 , 22:34 , AIR1 , 2000-01-26 , 01:51
LEG_25_4 , AIR1 , 2000-01-25 , 19:15 , BASE1 , 2000-01-25 , 22:18
LEG_25_5 , BASE1 , 2000-01-25 , 00:02 , AIR19 , 2000-01-25 , 01:28
LEG_25_6 , BASE1 , 2000-01-25 , 16:43 , AIR1 , 2000-01-25 , 20:05
LEG_25_7 , BASE1 , 2000-01-25 , 02:22 , AIR1 , 2000-01-25 , 05:37
LEG_25_8 , AIR2 , 2000-01-25 , 21:50 , BASE1 , 2000-01-26 , 01:06
LEG_25_9 , AIR1 , 2000-01-25 , 21:20 , BASE1 , 2000-01-26 , 00:19
LEG_25_10 , BASE1 , 2000-01-25 , 20:43 , AIR3 , 2000-01-25 , 21:47
LEG_25_11 , AIR1 , 2000-01-25 , 16:25 , BASE1 , 2000-01-25 , 19:26
LEG_25_12 , BASE1 , 2000-01-25 , 18:11 , BASE2 , 2000-01-25 , 19:58
LEG_25_13 , AIR4 , 2000-01-25 , 13:40 , BASE1 , 2000-01-25 , 16:57
LEG_25_14 , BASE1 , 2000-01-25 , 19:35 , AIR5 , 2000-01-25 , 23:31
LEG_25_15 , AIR6 , 2000-01-25 , 15:38 , BASE1 , 2000-01-25 , 18:45
LEG_25_16 , AIR4 , 2000-01-25 , 17:30 , BASE1 , 2000-01-25 , 20:40
LEG_25_17 , BASE1 , 2000-01-25 , 22:21 , AIR4 , 2000-01-26 , 02:05
LEG_25_18 , BASE1 , 2000-01-25 , 23:47 , AIR4 , 2000-01-26 , 03:35
LEG_25_19 , AIR4 , 2000-01-25 , 22:00 , BASE1 , 2000-01-26 , 01:13
LEG_25_20 , BASE2 , 2000-01-25 , 10:54 , AIR7 , 2000-01-25 , 12:06
LEG_25_21 , BASE1 , 2000-01-25 , 23:46 , AIR8 , 2000-01-26 , 02:14
LEG_25_22 , AIR4 , 2000-01-25 , 19:10 , BASE1 , 2000-01-25 , 22:24
LEG_25_23 , BASE2 , 2000-01-25 , 10:47 , AIR10 , 2000-01-25 , 12:19
LEG_25_24 , AIR10 , 2000-01-25 , 00:15 , BASE2 , 2000-01-25 , 01:52
LEG_25_25 , AIR1 , 2000-01-25 , 20:05 , BASE2 , 2000-01-25 , 23:55
LEG_25_26 , BASE2 , 2000-01-25 , 01:11 , AIR2 , 2000-01-25 , 03:00
LEG_25_27 , BASE2 , 2000-01-25 , 23:15 , AIR1 , 2000-01-26 , 03:37
LEG_25_28 , AIR9 , 2000-01-25 , 20:15 , BASE2 , 2000-01-25 , 22:13
LEG_25_29 , AIR1 , 2000-01-25 , 16:00 , BASE2 , 2000-01-25 , 19:53
LEG_25_30 , BASE2 , 2000-01-25 , 21:22 , AIR10 , 2000-01-25 , 22:47
LEG_25_31 , AIR8 , 2000-01-25 , 10:20 , BASE2 , 2000-01-25 , 11:55
LEG_25_32 , BASE2 , 2000-01-25 , 12:57 , AIR1 , 2000-01-25 , 17:15
LEG_25_33 , BASE2 , 2000-01-25 , 10:37 , AIR6 , 2000-01-25 , 12:24
LEG_25_34 , AIR4 , 2000-01-25 , 05:35 , BASE2 , 2000-01-25 , 09:43
LEG_25_35 , BASE2 , 2000-01-25 , 19:37 , AIR4 , 2000-01-26 , 00:27
LEG_25_36 , AIR2 , 2000-01-25 , 16:05 , BASE2 , 2000-01-25 , 18:17
LEG_25_37 , AIR4 , 2000-01-25 , 16:00 , BASE2 , 2000-01-25 , 20:15
LEG_25_38 , BASE2 , 2000-01-25 , 16:18 , AIR4 , 2000-01-25 , 21:13
LEG_25_39 , BASE2 , 2000-01-25 , 13:05 , AIR4 , 2000-01-25 , 17:57
LEG_25_40 , AIR1 , 2000-01-25 , 13:00 , BASE2 , 2000-01-25 , 16:51
LEG_25_41 , BASE2 , 2000-01-25 , 17:52 , AIR8 , 2000-01-25 , 19:25
LEG_25_42 , BASE3 , 2000-01-25 , 13:30 , BASE2 , 2000-01-25 , 15:23
LEG_25_43 , BASE2 , 2000-01-25 , 10:35 , BASE3 , 2000-01-25 , 12:34
LEG_25_44 , BASE2 , 2000-01-25 , 14:40 , BASE3 , 2000-01-25 , 16:33
LEG_25_45 , BASE3 , 2000-01-25 , 18:00 , BASE2 , 2000-01-25 , 19:49
LEG_25_46 , AIR2 , 2000-01-25 , 17:25 , BASE1 , 2000-01-25 , 20:33
LEG_25_47 , BASE1 , 2000-01-25 , 22:00 , AIR11 , 2000-01-26 , 01:58
LEG_25_48 , AIR11 , 2000-01-25 , 15:50 , BASE1 , 2000-01-25 , 19:16
LEG_25_49 , BASE1 , 2000-01-25 , 20:12 , AIR12 , 2000-01-25 , 21:49
LEG_25_50 , AIR6 , 2000-01-25 , 12:15 , BASE1 , 2000-01-25 , 15:22
LEG_25_51 , BASE1 , 2000-01-25 , 16:21 , AIR11 , 2000-01-25 , 20:19
LEG_25_52 , AIR11 , 2000-01-25 , 17:15 , BASE1 , 2000-01-25 , 20:39
LEG_25_53 , BASE1 , 2000-01-25 , 02:24 , AIR11 , 2000-01-25 , 06:22
LEG_25_54 , AIR11 , 2000-01-25 , 22:50 , BASE1 , 2000-01-26 , 02:24
LEG_25_55 , AIR11 , 2000-01-25 , 19:15 , BASE1 , 2000-01-25 , 22:46
LEG_25_56 , BASE1 , 2000-01-25 , 19:39 , AIR11 , 2000-01-25 , 23:27
LEG_25_57 , AIR2 , 2000-01-25 , 15:15 , BASE1 , 2000-01-25 , 18:26
LEG_25_58 , AIR11 , 2000-01-25 , 21:40 , BASE1 , 2000-01-26 , 01:10
LEG_25_59 , AIR10 , 2000-01-25 , 21:45 , BASE1 , 2000-01-26 , 00:30
LEG_25_60 , AIR8 , 2000-01-25 , 20:20 , BASE2 , 2000-01-25 , 21:57
LEG_25_61 , BASE2 , 2000-01-25 , 23:25 , AIR11 , 2000-01-26 , 04:29
LEG_25_62 , AIR11 , 2000-01-25 , 15:20 , BASE2 , 2000-01-25 , 19:48
LEG_25_63 , BASE2 , 2000-01-25 , 21:22 , AIR11 , 2000-01-26 , 02:17
LEG_25_64 , AIR11 , 2000-01-25 , 19:25 , BASE2 , 2000-01-25 , 23:54
LEG_25_65 , BASE2 , 2000-01-25 , 01:09 , AIR8 , 2000-01-25 , 02:39
LEG_25_66 , BASE2 , 2000-01-25 , 13:04 , AIR11 , 2000-01-25 , 18:11
LEG_25_67 , AIR11 , 2000-01-25 , 05:30 , BASE2 , 2000-01-25 , 09:47
LEG_25_68 , BASE2 , 2000-01-25 , 21:02 , AIR2 , 2000-01-25 , 23:01
LEG_25_69 , AIR5 , 2000-01-25 , 15:10 , BASE2 , 2000-01-25 , 19:48
LEG_25_70 , AIR2 , 2000-01-25 , 10:00 , BASE2 , 2000-01-25 , 12:09
